id,title,slug,category,source_page,source,image_filename,image_path
524,JAMÓN CON ÑOQUIS DE PATATA EN SALSA ROQUEFORT,jamon-con-noquis-de-patata-en-salsa-roquefort,Carnes y aves,768,pdf,0524-jamon-con-noquis-de-patata-en-salsa-roquefort.webp,/img/recetas/0524-jamon-con-noquis-de-patata-en-salsa-roquefort.webp
525,JAMÓN AL OPORTO CON PURÉ DE PATATAS Y MANZANA,jamon-al-oporto-con-pure-de-patatas-y-manzana,Carnes y aves,769,pdf,0525-jamon-al-oporto-con-pure-de-patatas-y-manzana.webp,/img/recetas/0525-jamon-al-oporto-con-pure-de-patatas-y-manzana.webp
526,BOCADO DE LA REINA CON PATATAS AL ROMERO Y SALSA DULCE,bocado-de-la-reina-con-patatas-al-romero-y-salsa-dulce,Carnes y aves,772,missing,,
527,JAMÓN CON SALSA DE CEBOLLA Y PIÑA ASADA,jamon-con-salsa-de-cebolla-y-pina-asada,Carnes y aves,773,missing,,
528,CERDO CON VERDURAS Y SALSA AGRIDULCE,cerdo-con-verduras-y-salsa-agridulce,Carnes y aves,774,missing,,
529,CHULETILLAS DE CORDERO CON RÚCULA Y PAN DE HIERBAS,chuletillas-de-cordero-con-rucula-y-pan-de-hierbas,Carnes y aves,775,pdf,0529-chuletillas-de-cordero-con-rucula-y-pan-de-hierbas.webp,/img/recetas/0529-chuletillas-de-cordero-con-rucula-y-pan-de-hierbas.webp
530,BROCHETA DE PRESA Y TOMATITOS,brocheta-de-presa-y-tomatitos,Carnes y aves,777,missing,,
531,MONTADITO DE CODILLO Y PATATAS PANADERA CON ENSALADA VERDE,montadito-de-codillo-y-patatas-panadera-con-ensalada-verde,Carnes y aves,778,pdf,0531-montadito-de-codillo-y-patatas-panadera-con-ensalada-verde.webp,/img/recetas/0531-montadito-de-codillo-y-patatas-panadera-con-ensalada-verde.webp
532,CONEJO CON ARROZ VERDE CREMOSO,conejo-con-arroz-verde-cremoso,Carnes y aves,781,missing,,
533,FILETES RELLENOS CON PLÁTANO,filetes-rellenos-con-platano,Carnes y aves,782,missing,,
534,RABO DE NOVILLO AL CAVA CON GUISANTES,rabo-de-novillo-al-cava-con-guisantes,Carnes y aves,783,missing,,
535,CONEJO CON GARBANZOS,conejo-con-garbanzos,Carnes y aves,784,missing,,
536,SOLOMILLO DE CERDO CON CHAMPIÑONES EN SALSA,solomillo-de-cerdo-con-champinones-en-salsa,Carnes y aves,785,pdf,0536-solomillo-de-cerdo-con-champinones-en-salsa.webp,/img/recetas/0536-solomillo-de-cerdo-con-champinones-en-salsa.webp
537,CREPES DE SOLOMILLO INGLÉS Y QUESO ROQUEFORT,crepes-de-solomillo-ingles-y-queso-roquefort,Carnes y aves,788,missing,,
538,BRICK DE CONEJO Y PISTO DE CALABACÍN,brick-de-conejo-y-pisto-de-calabacin,Carnes y aves,789,missing,,
539,CONEJO EN SALSA AGRIDULCE,conejo-en-salsa-agridulce,Carnes y aves,790,pdf,0539-conejo-en-salsa-agridulce.webp,/img/recetas/0539-conejo-en-salsa-agridulce.webp
540,"TACO DE TERNERA, VERDURAS Y QUESO CON SALSA PICANTE",taco-de-ternera-verduras-y-queso-con-salsa-picante,Carnes y aves,792,missing,,
541,TERRINA DE CARNE PICADA Y PLÁTANO,terrina-de-carne-picada-y-platano,Carnes y aves,793,missing,,
542,CARPACCIO DE TERNERA CON SU GUARNICIÓN,carpaccio-de-ternera-con-su-guarnicion,Carnes y aves,794,pdf,0542-carpaccio-de-ternera-con-su-guarnicion.webp,/img/recetas/0542-carpaccio-de-ternera-con-su-guarnicion.webp
543,ASADITO ARGENTINO,asadito-argentino,Carnes y aves,797,pdf,0543-asadito-argentino.webp,/img/recetas/0543-asadito-argentino.webp
544,SOLOMILLO DE CERDO CON GAJOS DE MANZANA ENVUELTOS CON HOJALDRE,solomillo-de-cerdo-con-gajos-de-manzana-envueltos-con-hojaldre,Carnes y aves,800,missing,,
545,REDONDO REBOZADO CON BROCHETA DE PLÁTANO,redondo-rebozado-con-brocheta-de-platano,Carnes y aves,801,missing,,
546,BOCADO DE LA REINA CON SALSA DE VINO TINTO Y CHALOTAS,bocado-de-la-reina-con-salsa-de-vino-tinto-y-chalotas,Carnes y aves,802,missing,,
547,CONEJO EN CHULETILLAS CON FIDEOS CHINOS,conejo-en-chuletillas-con-fideos-chinos,Carnes y aves,803,missing,,
548,CONEJO EMPANADO CON PATATAS Y PIMIENTOS,conejo-empanado-con-patatas-y-pimientos,Carnes y aves,804,pdf,0548-conejo-empanado-con-patatas-y-pimientos.webp,/img/recetas/0548-conejo-empanado-con-patatas-y-pimientos.webp
549,ALBÓNDIGAS EN SALSA CON PASTA SALTEADA,albondigas-en-salsa-con-pasta-salteada,Carnes y aves,807,pdf,0549-albondigas-en-salsa-con-pasta-salteada.webp,/img/recetas/0549-albondigas-en-salsa-con-pasta-salteada.webp
550,CHULETAS DE SAJONIA CON SALSA DE NARANJA Y OREJONES ASADOS,chuletas-de-sajonia-con-salsa-de-naranja-y-orejones-asados,Carnes y aves,810,missing,,
551,ALBÓNDIGAS EN SALSA DE MANZANA Y ARROZ INTEGRAL,albondigas-en-salsa-de-manzana-y-arroz-integral,Carnes y aves,811,missing,,
552,SANJACOBOS DE LENGUA CON SALSA DE TXAKOLI,sanjacobos-de-lengua-con-salsa-de-txakoli,Carnes y aves,812,missing,,
553,BOCADOS DE LOMO Y JAMÓN,bocados-de-lomo-y-jamon,Carnes y aves,813,missing,,
554,CORDERO CON CUSCÚS,cordero-con-cuscus,Carnes y aves,814,pdf,0554-cordero-con-cuscus.webp,/img/recetas/0554-cordero-con-cuscus.webp
555,COSTILLA DE TERNERA CON CHALOTAS Y SALSA DE CEBOLLA,costilla-de-ternera-con-chalotas-y-salsa-de-cebolla,Carnes y aves,817,missing,,
556,HAMBURGUESAS RELLENAS,hamburguesas-rellenas,Carnes y aves,818,missing,,
557,CARRILLERAS AL TXAKOLI,carrilleras-al-txakoli,Carnes y aves,819,pdf,0557-carrilleras-al-txakoli.webp,/img/recetas/0557-carrilleras-al-txakoli.webp
558,CHULETILLAS DE CORDERO CON PATATAS REJILLA Y PIMIENTOS,chuletillas-de-cordero-con-patatas-rejilla-y-pimientos,Carnes y aves,821,pdf,0558-chuletillas-de-cordero-con-patatas-rejilla-y-pimientos.webp,/img/recetas/0558-chuletillas-de-cordero-con-patatas-rejilla-y-pimientos.webp
559,CODILLO CON CHUCRUT Y PURÉ DE PATATA,codillo-con-chucrut-y-pure-de-patata,Carnes y aves,824,missing,,
560,ENTRECOT CON VERDURAS EN TEMPURA,entrecot-con-verduras-en-tempura,Carnes y aves,824,missing,,
561,MINIHAMBURGUESAS CON SALSA BARBACOA,minihamburguesas-con-salsa-barbacoa,Carnes y aves,825,missing,,
562,CONEJO ASADO CON CALABACINES SALTEADOS,conejo-asado-con-calabacines-salteados,Carnes y aves,827,pdf,0562-conejo-asado-con-calabacines-salteados.webp,/img/recetas/0562-conejo-asado-con-calabacines-salteados.webp
563,"TERNERA RELLENA CON LOMBARDA, MANZANA Y BEICON",ternera-rellena-con-lombarda-manzana-y-beicon,Carnes y aves,828,missing,,
564,MAGRAS CON TOMATE Y HUEVO FRITO,magras-con-tomate-y-huevo-frito,Carnes y aves,829,pdf,0564-magras-con-tomate-y-huevo-frito.webp,/img/recetas/0564-magras-con-tomate-y-huevo-frito.webp
565,HAMBURGUESA EN HOJALDRE,hamburguesa-en-hojaldre,Carnes y aves,832,missing,,
566,LOMO A LA CANELA CON POLENTA DE MANZANA Y CIRUELAS,lomo-a-la-canela-con-polenta-de-manzana-y-ciruelas,Carnes y aves,833,missing,,
567,ALBÓNDIGAS RELLENAS CON SALSA DE CEBOLLETA,albondigas-rellenas-con-salsa-de-cebolleta,Carnes y aves,834,missing,,
568,PINCHOS DE CERDO CON ARROZ,pinchos-de-cerdo-con-arroz,Carnes y aves,835,missing,,
569,HAMBURGUESA CON CEBOLLETAS Y PUERROS,hamburguesa-con-cebolletas-y-puerros,Carnes y aves,836,pdf,0569-hamburguesa-con-cebolletas-y-puerros.webp,/img/recetas/0569-hamburguesa-con-cebolletas-y-puerros.webp
570,ALETA RELLENA DE JAMÓN Y PERAS CON BOLETUS,aleta-rellena-de-jamon-y-peras-con-boletus,Carnes y aves,839,missing,,
571,SOLOMILLO WELLINGTON,solomillo-wellington,Carnes y aves,840,missing,,
572,GUISO DE LAS BODAS DE CAMACHO,guiso-de-las-bodas-de-camacho,Carnes y aves,841,pdf,0572-guiso-de-las-bodas-de-camacho.webp,/img/recetas/0572-guiso-de-las-bodas-de-camacho.webp
573,TOURNEDOS DE CORDERO CON BONIATO Y PATATA AZUL,tournedos-de-cordero-con-boniato-y-patata-azul,Carnes y aves,844,pdf,0573-tournedos-de-cordero-con-boniato-y-patata-azul.webp,/img/recetas/0573-tournedos-de-cordero-con-boniato-y-patata-azul.webp
574,HAMBURGUESA CON CHAMPIÑONES EN SALSA,hamburguesa-con-champinones-en-salsa,Carnes y aves,845,missing,,
575,HOJALDRE DE CONEJO Y CHAMPIÑONES,hojaldre-de-conejo-y-champinones,Carnes y aves,846,missing,,
576,ESPALDILLA ASADA CON PIMIENTOS Y CEBOLLETA,espaldilla-asada-con-pimientos-y-cebolleta,Carnes y aves,847,missing,,
577,RIÑONES ENCEBOLLADOS CON PURÉ DE PATATA AL PIMENTÓN,rinones-encebollados-con-pure-de-patata-al-pimenton,Carnes y aves,848,missing,,
578,SOLOMILLO EN HOJALDRE,solomillo-en-hojaldre,Carnes y aves,849,pdf,0578-solomillo-en-hojaldre.webp,/img/recetas/0578-solomillo-en-hojaldre.webp
579,OSOBUCO DE CERDO EN SALSA,osobuco-de-cerdo-en-salsa,Carnes y aves,851,pdf,0579-osobuco-de-cerdo-en-salsa.webp,/img/recetas/0579-osobuco-de-cerdo-en-salsa.webp
580,MORROS DE TERNERA CON SALSA VIZCAÍNA,morros-de-ternera-con-salsa-vizcaina,Carnes y aves,853,missing,,
581,CARNE PICADA CON BECHAMEL GRATINADA,carne-picada-con-bechamel-gratinada,Carnes y aves,854,missing,,
582,PIERNA DE CORDERO A LA MIEL,pierna-de-cordero-a-la-miel,Carnes y aves,855,missing,,
583,REDONDO MECHADO A LA CERVEZA,redondo-mechado-a-la-cerveza,Carnes y aves,857,pdf,0583-redondo-mechado-a-la-cerveza.webp,/img/recetas/0583-redondo-mechado-a-la-cerveza.webp
584,PATORRILLO,patorrillo,Carnes y aves,858,missing,,
585,CONEJO AL LIMÓN,conejo-al-limon,Carnes y aves,859,pdf,0585-conejo-al-limon.webp,/img/recetas/0585-conejo-al-limon.webp
586,CARNE GUISADA CON PATATAS,carne-guisada-con-patatas,Carnes y aves,862,missing,,
587,CUSCÚS CON CONEJO Y NARANJA,cuscus-con-conejo-y-naranja,Carnes y aves,862,missing,,
588,CODILLO CON REPOLLO,codillo-con-repollo,Carnes y aves,863,missing,,
589,ATADITO DE COCHINILLO CON DÁTILES RELLENOS,atadito-de-cochinillo-con-datiles-rellenos,Carnes y aves,864,missing,,
590,CALLOS EN ESCABECHE,callos-en-escabeche,Carnes y aves,865,pdf,0590-callos-en-escabeche.webp,/img/recetas/0590-callos-en-escabeche.webp
591,COSTILLA DE CERDO CON CHAMPIÑONES,costilla-de-cerdo-con-champinones,Carnes y aves,868,pdf,0591-costilla-de-cerdo-con-champinones.webp,/img/recetas/0591-costilla-de-cerdo-con-champinones.webp
592,"MOLLEJAS DE CORDERO CON LOMBARDA, MANZANA Y PASAS",mollejas-de-cordero-con-lombarda-manzana-y-pasas,Carnes y aves,870,missing,,
593,CARRILLERAS DE CERDO AL VINO TINTO,carrilleras-de-cerdo-al-vino-tinto,Carnes y aves,871,missing,,
594,LENGUA EN SALSA VERDE,lengua-en-salsa-verde,Carnes y aves,872,missing,,
595,"VILLEROY DE REDONDO, JAMÓN DE PAVO Y QUESO",villeroy-de-redondo-jamon-de-pavo-y-queso,Carnes y aves,873,missing,,
596,LENGUA DE CERDO EN SALSA DE TOMATE,lengua-de-cerdo-en-salsa-de-tomate,Carnes y aves,874,pdf,0596-lengua-de-cerdo-en-salsa-de-tomate.webp,/img/recetas/0596-lengua-de-cerdo-en-salsa-de-tomate.webp
597,ESPALDILLA CON SALSA ESPAÑOLA Y PATATAS,espaldilla-con-salsa-espanola-y-patatas,Carnes y aves,877,pdf,0597-espaldilla-con-salsa-espanola-y-patatas.webp,/img/recetas/0597-espaldilla-con-salsa-espanola-y-patatas.webp
598,MANITAS DE CERDO CON CIRUELAS,manitas-de-cerdo-con-ciruelas,Carnes y aves,878,missing,,
599,ALBÓNDIGAS CON PURÉ DE PATATA,albondigas-con-pure-de-patata,Carnes y aves,879,missing,,
600,BROCHETAS DE SOLOMILLO Y MELÓN CON ENSALADA DE RÚCULA,brochetas-de-solomillo-y-melon-con-ensalada-de-rucula,Carnes y aves,880,missing,,
601,CARRILLERAS DE TERNERA CON PURÉ DE PATATAS Y SETAS,carrilleras-de-ternera-con-pure-de-patatas-y-setas,Carnes y aves,881,missing,,
602,CARRILLERAS DE TERNERA CON POLENTA,carrilleras-de-ternera-con-polenta,Carnes y aves,882,missing,,
603,GUISO DE CORDERO,guiso-de-cordero,Carnes y aves,886,pdf,0603-guiso-de-cordero.webp,/img/recetas/0603-guiso-de-cordero.webp
604,CRIADILLAS REBOZADAS CON CHAMPIÑONES Y ESPÁRRAGOS SALTEADOS,criadillas-rebozadas-con-champinones-y-esparragos-salteados,Carnes y aves,889,pdf,0604-criadillas-rebozadas-con-champinones-y-esparragos-salteados.webp,/img/recetas/0604-criadillas-rebozadas-con-champinones-y-esparragos-salteados.webp
605,MUSLOS DE CONEJO CON PATATAS PANADERA,muslos-de-conejo-con-patatas-panadera,Carnes y aves,890,missing,,
606,RANCHO ARAGONÉS,rancho-aragones,Carnes y aves,891,missing,,
607,CONEJO EN SALSA CON SU HÍGADO,conejo-en-salsa-con-su-higado,Carnes y aves,891,missing,,
608,SOLOMILLO DE CERDO CON SALSA DE SETAS,solomillo-de-cerdo-con-salsa-de-setas,Carnes y aves,892,missing,,
609,ALBÓNDIGAS RELLENAS DE QUESO CON PATATAS PAJA,albondigas-rellenas-de-queso-con-patatas-paja,Carnes y aves,895,pdf,0609-albondigas-rellenas-de-queso-con-patatas-paja.webp,/img/recetas/0609-albondigas-rellenas-de-queso-con-patatas-paja.webp
610,HOJAS DE COL RELLENAS,hojas-de-col-rellenas,Carnes y aves,898,pdf,0610-hojas-de-col-rellenas.webp,/img/recetas/0610-hojas-de-col-rellenas.webp
611,RELLENO NAVARRO,relleno-navarro,Carnes y aves,899,missing,,
612,FILETES DE REDONDO CON ENSALADA Y COLES DE BRUSELAS,filetes-de-redondo-con-ensalada-y-coles-de-bruselas,Carnes y aves,900,missing,,
613,RABO EN SALSA DE VINO TINTO Y CHOCOLATE,rabo-en-salsa-de-vino-tinto-y-chocolate,Carnes y aves,901,missing,,
614,CHULETAS DE CERDO CON PURÉ DE MANZANA Y BRICKS DE BOLETUS,chuletas-de-cerdo-con-pure-de-manzana-y-bricks-de-boletus,Carnes y aves,902,pdf,0614-chuletas-de-cerdo-con-pure-de-manzana-y-bricks-de-boletus.webp,/img/recetas/0614-chuletas-de-cerdo-con-pure-de-manzana-y-bricks-de-boletus.webp
615,RABO DE TERNERA CON ALCACHOFAS,rabo-de-ternera-con-alcachofas,Carnes y aves,905,pdf,0615-rabo-de-ternera-con-alcachofas.webp,/img/recetas/0615-rabo-de-ternera-con-alcachofas.webp
616,LONGANIZA CON PURÉ DE PATATAS Y SALSA PICANTE,longaniza-con-pure-de-patatas-y-salsa-picante,Carnes y aves,906,missing,,
617,CONEJO EN SALSA DE ALMENDRAS,conejo-en-salsa-de-almendras,Carnes y aves,907,missing,,
618,FALDA CON PATATAS COCIDAS,falda-con-patatas-cocidas,Carnes y aves,908,missing,,
619,CABRITO GUISADO AL ESTILO DE LEÓN,cabrito-guisado-al-estilo-de-leon,Carnes y aves,909,missing,,
620,GUISO DE TERNERA CON PATATAS Y CHAMPIÑONES,guiso-de-ternera-con-patatas-y-champinones,Carnes y aves,911,pdf,0620-guiso-de-ternera-con-patatas-y-champinones.webp,/img/recetas/0620-guiso-de-ternera-con-patatas-y-champinones.webp
621,MILHOJAS DE CERDO IBÉRICO CON SALSA DE JAMÓN,milhojas-de-cerdo-iberico-con-salsa-de-jamon,Carnes y aves,914,pdf,0621-milhojas-de-cerdo-iberico-con-salsa-de-jamon.webp,/img/recetas/0621-milhojas-de-cerdo-iberico-con-salsa-de-jamon.webp
622,SANCOCHO DOMINICANO,sancocho-dominicano,Carnes y aves,916,missing,,
623,REDONDO EN SALSA DE CERVEZA NEGRA,redondo-en-salsa-de-cerveza-negra,Carnes y aves,917,missing,,
624,"BOCADILLO DE LENGUA, PIMIENTOS VERDES Y CHALOTAS",bocadillo-de-lengua-pimientos-verdes-y-chalotas,Carnes y aves,918,missing,,
625,JAMÓN FRESCO CON MELÓN,jamon-fresco-con-melon,Carnes y aves,919,missing,,
626,COCHINILLO SEGOVIANO,cochinillo-segoviano,Carnes y aves,920,pdf,0626-cochinillo-segoviano.webp,/img/recetas/0626-cochinillo-segoviano.webp
627,PAPAS CON COSTILLA Y PIÑA,papas-con-costilla-y-pina,Carnes y aves,923,pdf,0627-papas-con-costilla-y-pina.webp,/img/recetas/0627-papas-con-costilla-y-pina.webp
628,PATÉ DE CAMPAÑA,pate-de-campana,Carnes y aves,924,missing,,
629,POLLO ASADO CON PISTO DE CHAMPIÑONES Y CUSCÚS,pollo-asado-con-pisto-de-champinones-y-cuscus,Carnes y aves,925,missing,,
630,ALBÓNDIGAS DE PAVO CON PURÉ DE CÍTRICOS,albondigas-de-pavo-con-pure-de-citricos,Carnes y aves,927,missing,,
631,PATO ASADO CON UVAS,pato-asado-con-uvas,Carnes y aves,928,missing,,
632,CABEZADA DE CERDO ASADA CON PURÉ DE BONIATO,cabezada-de-cerdo-asada-con-pure-de-boniato,Carnes y aves,929,pdf,0632-cabezada-de-cerdo-asada-con-pure-de-boniato.webp,/img/recetas/0632-cabezada-de-cerdo-asada-con-pure-de-boniato.webp
633,MINIPINCHOS DE CERDO CON PAPAS ALIÑADAS,minipinchos-de-cerdo-con-papas-alinadas,Carnes y aves,932,pdf,0633-minipinchos-de-cerdo-con-papas-alinadas.webp,/img/recetas/0633-minipinchos-de-cerdo-con-papas-alinadas.webp
634,ALITAS ASADAS CON FIDEOS Y VERDURAS,alitas-asadas-con-fideos-y-verduras,Carnes y aves,933,missing,,
635,PASTELITOS DE PAVO CON BRÓCOLI,pastelitos-de-pavo-con-brocoli,Carnes y aves,934,missing,,
636,ALBÓNDIGAS DE PAVO CON QUESO FRITO,albondigas-de-pavo-con-queso-frito,Carnes y aves,935,missing,,
637,HIGADILLOS DE POLLO CON GARBANZOS,higadillos-de-pollo-con-garbanzos,Carnes y aves,937,missing,,
638,PICANTONES EN SALSA DE CAVA CON FRUTAS PASAS,picantones-en-salsa-de-cava-con-frutas-pasas,Carnes y aves,938,pdf,0638-picantones-en-salsa-de-cava-con-frutas-pasas.webp,/img/recetas/0638-picantones-en-salsa-de-cava-con-frutas-pasas.webp
639,CONFIT DE PATO CON PATATAS Y SALSA DE HIGOS,confit-de-pato-con-patatas-y-salsa-de-higos,Carnes y aves,940,pdf,0639-confit-de-pato-con-patatas-y-salsa-de-higos.webp,/img/recetas/0639-confit-de-pato-con-patatas-y-salsa-de-higos.webp
640,ROLLITOS DE PAVO CON QUESO FRESCO Y ESPÁRRAGOS,rollitos-de-pavo-con-queso-fresco-y-esparragos,Carnes y aves,942,missing,,
641,POLLO CON SALSA DE FRUTAS PASAS Y PASTA,pollo-con-salsa-de-frutas-pasas-y-pasta,Carnes y aves,943,missing,,
642,PECHUGA DE PATO CON ESPÁRRAGOS EN TEMPURA DE AZAFRÁN,pechuga-de-pato-con-esparragos-en-tempura-de-azafran,Carnes y aves,944,missing,,
643,HAMBURGUESAS DE PAVO CON SORPRESA,hamburguesas-de-pavo-con-sorpresa,Carnes y aves,945,missing,,
644,CILINDROS DE PAVO Y GUACAMOLE CON POLENTA FRITA,cilindros-de-pavo-y-guacamole-con-polenta-frita,Carnes y aves,946,pdf,0644-cilindros-de-pavo-y-guacamole-con-polenta-frita.webp,/img/recetas/0644-cilindros-de-pavo-y-guacamole-con-polenta-frita.webp
645,CURRY DE POLLO,curry-de-pollo,Carnes y aves,949,pdf,0645-curry-de-pollo.webp,/img/recetas/0645-curry-de-pollo.webp
646,PECHUGA DE PAVO A LA MOSTAZA CON SU GUARNICIÓN,pechuga-de-pavo-a-la-mostaza-con-su-guarnicion,Carnes y aves,951,missing,,
647,ALAS DE POLLO CON CODITOS,alas-de-pollo-con-coditos,Carnes y aves,952,missing,,
648,MUSLOS DE POLLO RELLENOS,muslos-de-pollo-rellenos,Carnes y aves,953,missing,,
649,ROLLITOS DE PAVO CON CHAMPIÑONES,rollitos-de-pavo-con-champinones,Carnes y aves,954,missing,,
650,ATADITO DE POLLO RELLENO DE JAMÓN Y QUESO CON PURÉ DE CASTAÑAS,atadito-de-pollo-relleno-de-jamon-y-queso-con-pure-de-castanas,Carnes y aves,955,pdf,0650-atadito-de-pollo-relleno-de-jamon-y-queso-con-pure-de-castanas.webp,/img/recetas/0650-atadito-de-pollo-relleno-de-jamon-y-queso-con-pure-de-castanas.webp
651,MUSLOS DE POLLO RELLENOS DE JAMÓN Y QUESO,muslos-de-pollo-rellenos-de-jamon-y-queso,Carnes y aves,958,pdf,0651-muslos-de-pollo-rellenos-de-jamon-y-queso.webp,/img/recetas/0651-muslos-de-pollo-rellenos-de-jamon-y-queso.webp
652,CARACOLAS DE PAVO CON YUCA FRITA,caracolas-de-pavo-con-yuca-frita,Carnes y aves,959,missing,,
653,POLLO AL CURRY CON ARROZ BASMATI,pollo-al-curry-con-arroz-basmati,Carnes y aves,960,missing,,
654,MAGRET DE PATO MECHADO CON FRUTAS Y ARROZ SALVAJE,magret-de-pato-mechado-con-frutas-y-arroz-salvaje,Carnes y aves,962,missing,,
655,CONFIT DE PATO CON PURÉ DE MANZANA Y CALABACÍN,confit-de-pato-con-pure-de-manzana-y-calabacin,Carnes y aves,963,missing,,
656,CODORNICES EN SALSA DE TOMATE ESPECIADO,codornices-en-salsa-de-tomate-especiado,Carnes y aves,964,pdf,0656-codornices-en-salsa-de-tomate-especiado.webp,/img/recetas/0656-codornices-en-salsa-de-tomate-especiado.webp
657,FAJITAS DE POLLO Y VERDURAS,fajitas-de-pollo-y-verduras,Carnes y aves,967,pdf,0657-fajitas-de-pollo-y-verduras.webp,/img/recetas/0657-fajitas-de-pollo-y-verduras.webp
658,ATADITO DE POLLO AL OPORTO,atadito-de-pollo-al-oporto,Carnes y aves,968,missing,,
659,FILETES DE POLLO RELLENOS DE JAMÓN Y QUESO,filetes-de-pollo-rellenos-de-jamon-y-queso,Carnes y aves,969,missing,,
660,PATO CON ARÁNDANOS Y CHIPS DE BONIATO,pato-con-arandanos-y-chips-de-boniato,Carnes y aves,970,missing,,
661,CINTAS DE POLLO EMPANADO CON TOMATE ESPECIADO,cintas-de-pollo-empanado-con-tomate-especiado,Carnes y aves,971,missing,,
662,PECHUGAS DE POLLO REBOZADAS CON TOMATE PICANTE,pechugas-de-pollo-rebozadas-con-tomate-picante,Carnes y aves,972,pdf,0662-pechugas-de-pollo-rebozadas-con-tomate-picante.webp,/img/recetas/0662-pechugas-de-pollo-rebozadas-con-tomate-picante.webp
663,PINTADA ASADA CON SALTEADO DE INVIERNO,pintada-asada-con-salteado-de-invierno,Carnes y aves,975,pdf,0663-pintada-asada-con-salteado-de-invierno.webp,/img/recetas/0663-pintada-asada-con-salteado-de-invierno.webp
664,POPIETAS DE PAVO CON PATATAS FRITAS,popietas-de-pavo-con-patatas-fritas,Carnes y aves,977,missing,,
665,RULOS DE PAVO EMPANADOS CON TOMATES CHERRY,rulos-de-pavo-empanados-con-tomates-cherry,Carnes y aves,978,missing,,
666,ALITAS DE POLLO CON PATATAS Y SETAS,alitas-de-pollo-con-patatas-y-setas,Carnes y aves,978,missing,,
667,CODORNICES EN SALSA DE ARÁNDANOS CON ARROZ SALVAJE,codornices-en-salsa-de-arandanos-con-arroz-salvaje,Carnes y aves,979,missing,,
668,PALOMA EN SALSA,paloma-en-salsa,Carnes y aves,980,pdf,0668-paloma-en-salsa.webp,/img/recetas/0668-paloma-en-salsa.webp
669,SALTEADO DE POLLO Y VERDURAS,salteado-de-pollo-y-verduras,Carnes y aves,982,pdf,0669-salteado-de-pollo-y-verduras.webp,/img/recetas/0669-salteado-de-pollo-y-verduras.webp
670,POLLO RUSTIDO CON CIRUELAS,pollo-rustido-con-ciruelas,Carnes y aves,985,missing,,
671,POLLO GUISADO,pollo-guisado,Carnes y aves,986,missing,,
672,PERDICES EN ESCABECHE,perdices-en-escabeche,Carnes y aves,987,missing,,
673,CONFIT DE PATO CON SALSA DE ARÁNDANOS,confit-de-pato-con-salsa-de-arandanos,Carnes y aves,988,missing,,
674,FILETES DE POLLO RELLENOS CON CHIPS DE YUCA,filetes-de-pollo-rellenos-con-chips-de-yuca,Carnes y aves,989,pdf,0674-filetes-de-pollo-rellenos-con-chips-de-yuca.webp,/img/recetas/0674-filetes-de-pollo-rellenos-con-chips-de-yuca.webp
675,CAPÓN ASADO AL TXAKOLI CON PATATAS,capon-asado-al-txakoli-con-patatas,Carnes y aves,991,pdf,0675-capon-asado-al-txakoli-con-patatas.webp,/img/recetas/0675-capon-asado-al-txakoli-con-patatas.webp
676,PASTEL DE POLLO,pastel-de-pollo,Carnes y aves,994,missing,,
677,PECHUGA DE PAVO CON CEBOLLA CARAMELIZADA,pechuga-de-pavo-con-cebolla-caramelizada,Carnes y aves,995,missing,,
678,MUSLOS DE PAVO ASADOS,muslos-de-pavo-asados,Carnes y aves,996,missing,,
679,CODORNICES ASADAS CON PATATAS Y PIMIENTOS,codornices-asadas-con-patatas-y-pimientos,Carnes y aves,996,missing,,
680,FOIE A LAS UVAS,foie-a-las-uvas,Carnes y aves,997,pdf,0680-foie-a-las-uvas.webp,/img/recetas/0680-foie-a-las-uvas.webp
681,CODORNICES RELLENAS CON PISTO DE BERENJENA,codornices-rellenas-con-pisto-de-berenjena,Carnes y aves,999,pdf,0681-codornices-rellenas-con-pisto-de-berenjena.webp,/img/recetas/0681-codornices-rellenas-con-pisto-de-berenjena.webp
682,PAVO MECHADO CON MANZANA ASADA,pavo-mechado-con-manzana-asada,Carnes y aves,1002,missing,,
683,AJÍ DE GALLINA,aji-de-gallina,Carnes y aves,1003,missing,,
684,CINTAS DE CARNE CON UVAS Y BONIATOS PAJA,cintas-de-carne-con-uvas-y-boniatos-paja,Carnes y aves,1004,missing,,
685,GUISO DE POLLO CON PATATAS Y ARROZ,guiso-de-pollo-con-patatas-y-arroz,Carnes y aves,1005,missing,,
686,PICANTONES RELLENOS DE ARROZ,picantones-rellenos-de-arroz,Carnes y aves,1006,pdf,0686-picantones-rellenos-de-arroz.webp,/img/recetas/0686-picantones-rellenos-de-arroz.webp
687,MUSLO DE PAVO GUISADO,muslo-de-pavo-guisado,Carnes y aves,1009,pdf,0687-muslo-de-pavo-guisado.webp,/img/recetas/0687-muslo-de-pavo-guisado.webp
688,SECRETARIA ALCALAÍNA,secretaria-alcalaina,Carnes y aves,1010,missing,,
689,MENESTRA DE POLLO,menestra-de-pollo,Carnes y aves,1011,missing,,
690,"SANJACOBOS DE POLLO, JAMÓN Y QUESO",sanjacobos-de-pollo-jamon-y-queso,Carnes y aves,1012,missing,,
691,PALETILLAS DE CONEJO CON SETAS A LA MOSTAZA,paletillas-de-conejo-con-setas-a-la-mostaza,Carnes y aves,1014,missing,,
