id,title,slug,category,source_page,expected_filename,search_query_suggestion
577,RIÑONES ENCEBOLLADOS CON PURÉ DE PATATA AL PIMENTÓN,rinones-encebollados-con-pure-de-patata-al-pimenton,Carnes y aves,848,0577-rinones-encebollados-con-pure-de-patata-al-pimenton.webp,RIÑONES ENCEBOLLADOS CON PURÉ DE PATATA AL PIMENTÓN receta foto
580,MORROS DE TERNERA CON SALSA VIZCAÍNA,morros-de-ternera-con-salsa-vizcaina,Carnes y aves,853,0580-morros-de-ternera-con-salsa-vizcaina.webp,MORROS DE TERNERA CON SALSA VIZCAÍNA receta foto
581,CARNE PICADA CON BECHAMEL GRATINADA,carne-picada-con-bechamel-gratinada,Carnes y aves,854,0581-carne-picada-con-bechamel-gratinada.webp,CARNE PICADA CON BECHAMEL GRATINADA receta foto
582,PIERNA DE CORDERO A LA MIEL,pierna-de-cordero-a-la-miel,Carnes y aves,855,0582-pierna-de-cordero-a-la-miel.webp,PIERNA DE CORDERO A LA MIEL receta foto
584,PATORRILLO,patorrillo,Carnes y aves,858,0584-patorrillo.webp,PATORRILLO receta foto
586,CARNE GUISADA CON PATATAS,carne-guisada-con-patatas,Carnes y aves,862,0586-carne-guisada-con-patatas.webp,CARNE GUISADA CON PATATAS receta foto
587,CUSCÚS CON CONEJO Y NARANJA,cuscus-con-conejo-y-naranja,Carnes y aves,862,0587-cuscus-con-conejo-y-naranja.webp,CUSCÚS CON CONEJO Y NARANJA receta foto
588,CODILLO CON REPOLLO,codillo-con-repollo,Carnes y aves,863,0588-codillo-con-repollo.webp,CODILLO CON REPOLLO receta foto
589,ATADITO DE COCHINILLO CON DÁTILES RELLENOS,atadito-de-cochinillo-con-datiles-rellenos,Carnes y aves,864,0589-atadito-de-cochinillo-con-datiles-rellenos.webp,ATADITO DE COCHINILLO CON DÁTILES RELLENOS receta foto
592,"MOLLEJAS DE CORDERO CON LOMBARDA, MANZANA Y PASAS",mollejas-de-cordero-con-lombarda-manzana-y-pasas,Carnes y aves,870,0592-mollejas-de-cordero-con-lombarda-manzana-y-pasas.webp,"MOLLEJAS DE CORDERO CON LOMBARDA, MANZANA Y PASAS receta foto"
593,CARRILLERAS DE CERDO AL VINO TINTO,carrilleras-de-cerdo-al-vino-tinto,Carnes y aves,871,0593-carrilleras-de-cerdo-al-vino-tinto.webp,CARRILLERAS DE CERDO AL VINO TINTO receta foto
594,LENGUA EN SALSA VERDE,lengua-en-salsa-verde,Carnes y aves,872,0594-lengua-en-salsa-verde.webp,LENGUA EN SALSA VERDE receta foto
595,"VILLEROY DE REDONDO, JAMÓN DE PAVO Y QUESO",villeroy-de-redondo-jamon-de-pavo-y-queso,Carnes y aves,873,0595-villeroy-de-redondo-jamon-de-pavo-y-queso.webp,"VILLEROY DE REDONDO, JAMÓN DE PAVO Y QUESO receta foto"
598,MANITAS DE CERDO CON CIRUELAS,manitas-de-cerdo-con-ciruelas,Carnes y aves,878,0598-manitas-de-cerdo-con-ciruelas.webp,MANITAS DE CERDO CON CIRUELAS receta foto
599,ALBÓNDIGAS CON PURÉ DE PATATA,albondigas-con-pure-de-patata,Carnes y aves,879,0599-albondigas-con-pure-de-patata.webp,ALBÓNDIGAS CON PURÉ DE PATATA receta foto
600,BROCHETAS DE SOLOMILLO Y MELÓN CON ENSALADA DE RÚCULA,brochetas-de-solomillo-y-melon-con-ensalada-de-rucula,Carnes y aves,880,0600-brochetas-de-solomillo-y-melon-con-ensalada-de-rucula.webp,BROCHETAS DE SOLOMILLO Y MELÓN CON ENSALADA DE RÚCULA receta foto
601,CARRILLERAS DE TERNERA CON PURÉ DE PATATAS Y SETAS,carrilleras-de-ternera-con-pure-de-patatas-y-setas,Carnes y aves,881,0601-carrilleras-de-ternera-con-pure-de-patatas-y-setas.webp,CARRILLERAS DE TERNERA CON PURÉ DE PATATAS Y SETAS receta foto
602,CARRILLERAS DE TERNERA CON POLENTA,carrilleras-de-ternera-con-polenta,Carnes y aves,882,0602-carrilleras-de-ternera-con-polenta.webp,CARRILLERAS DE TERNERA CON POLENTA receta foto
605,MUSLOS DE CONEJO CON PATATAS PANADERA,muslos-de-conejo-con-patatas-panadera,Carnes y aves,890,0605-muslos-de-conejo-con-patatas-panadera.webp,MUSLOS DE CONEJO CON PATATAS PANADERA receta foto
606,RANCHO ARAGONÉS,rancho-aragones,Carnes y aves,891,0606-rancho-aragones.webp,RANCHO ARAGONÉS receta foto
607,CONEJO EN SALSA CON SU HÍGADO,conejo-en-salsa-con-su-higado,Carnes y aves,891,0607-conejo-en-salsa-con-su-higado.webp,CONEJO EN SALSA CON SU HÍGADO receta foto
608,SOLOMILLO DE CERDO CON SALSA DE SETAS,solomillo-de-cerdo-con-salsa-de-setas,Carnes y aves,892,0608-solomillo-de-cerdo-con-salsa-de-setas.webp,SOLOMILLO DE CERDO CON SALSA DE SETAS receta foto
611,RELLENO NAVARRO,relleno-navarro,Carnes y aves,899,0611-relleno-navarro.webp,RELLENO NAVARRO receta foto
612,FILETES DE REDONDO CON ENSALADA Y COLES DE BRUSELAS,filetes-de-redondo-con-ensalada-y-coles-de-bruselas,Carnes y aves,900,0612-filetes-de-redondo-con-ensalada-y-coles-de-bruselas.webp,FILETES DE REDONDO CON ENSALADA Y COLES DE BRUSELAS receta foto
613,RABO EN SALSA DE VINO TINTO Y CHOCOLATE,rabo-en-salsa-de-vino-tinto-y-chocolate,Carnes y aves,901,0613-rabo-en-salsa-de-vino-tinto-y-chocolate.webp,RABO EN SALSA DE VINO TINTO Y CHOCOLATE receta foto
616,LONGANIZA CON PURÉ DE PATATAS Y SALSA PICANTE,longaniza-con-pure-de-patatas-y-salsa-picante,Carnes y aves,906,0616-longaniza-con-pure-de-patatas-y-salsa-picante.webp,LONGANIZA CON PURÉ DE PATATAS Y SALSA PICANTE receta foto
617,CONEJO EN SALSA DE ALMENDRAS,conejo-en-salsa-de-almendras,Carnes y aves,907,0617-conejo-en-salsa-de-almendras.webp,CONEJO EN SALSA DE ALMENDRAS receta foto
618,FALDA CON PATATAS COCIDAS,falda-con-patatas-cocidas,Carnes y aves,908,0618-falda-con-patatas-cocidas.webp,FALDA CON PATATAS COCIDAS receta foto
619,CABRITO GUISADO AL ESTILO DE LEÓN,cabrito-guisado-al-estilo-de-leon,Carnes y aves,909,0619-cabrito-guisado-al-estilo-de-leon.webp,CABRITO GUISADO AL ESTILO DE LEÓN receta foto
622,SANCOCHO DOMINICANO,sancocho-dominicano,Carnes y aves,916,0622-sancocho-dominicano.webp,SANCOCHO DOMINICANO receta foto
623,REDONDO EN SALSA DE CERVEZA NEGRA,redondo-en-salsa-de-cerveza-negra,Carnes y aves,917,0623-redondo-en-salsa-de-cerveza-negra.webp,REDONDO EN SALSA DE CERVEZA NEGRA receta foto
624,"BOCADILLO DE LENGUA, PIMIENTOS VERDES Y CHALOTAS",bocadillo-de-lengua-pimientos-verdes-y-chalotas,Carnes y aves,918,0624-bocadillo-de-lengua-pimientos-verdes-y-chalotas.webp,"BOCADILLO DE LENGUA, PIMIENTOS VERDES Y CHALOTAS receta foto"
625,JAMÓN FRESCO CON MELÓN,jamon-fresco-con-melon,Carnes y aves,919,0625-jamon-fresco-con-melon.webp,JAMÓN FRESCO CON MELÓN receta foto
628,PATÉ DE CAMPAÑA,pate-de-campana,Carnes y aves,924,0628-pate-de-campana.webp,PATÉ DE CAMPAÑA receta foto
629,POLLO ASADO CON PISTO DE CHAMPIÑONES Y CUSCÚS,pollo-asado-con-pisto-de-champinones-y-cuscus,Carnes y aves,925,0629-pollo-asado-con-pisto-de-champinones-y-cuscus.webp,POLLO ASADO CON PISTO DE CHAMPIÑONES Y CUSCÚS receta foto
630,ALBÓNDIGAS DE PAVO CON PURÉ DE CÍTRICOS,albondigas-de-pavo-con-pure-de-citricos,Carnes y aves,927,0630-albondigas-de-pavo-con-pure-de-citricos.webp,ALBÓNDIGAS DE PAVO CON PURÉ DE CÍTRICOS receta foto
631,PATO ASADO CON UVAS,pato-asado-con-uvas,Carnes y aves,928,0631-pato-asado-con-uvas.webp,PATO ASADO CON UVAS receta foto
634,ALITAS ASADAS CON FIDEOS Y VERDURAS,alitas-asadas-con-fideos-y-verduras,Carnes y aves,933,0634-alitas-asadas-con-fideos-y-verduras.webp,ALITAS ASADAS CON FIDEOS Y VERDURAS receta foto
635,PASTELITOS DE PAVO CON BRÓCOLI,pastelitos-de-pavo-con-brocoli,Carnes y aves,934,0635-pastelitos-de-pavo-con-brocoli.webp,PASTELITOS DE PAVO CON BRÓCOLI receta foto
636,ALBÓNDIGAS DE PAVO CON QUESO FRITO,albondigas-de-pavo-con-queso-frito,Carnes y aves,935,0636-albondigas-de-pavo-con-queso-frito.webp,ALBÓNDIGAS DE PAVO CON QUESO FRITO receta foto
637,HIGADILLOS DE POLLO CON GARBANZOS,higadillos-de-pollo-con-garbanzos,Carnes y aves,937,0637-higadillos-de-pollo-con-garbanzos.webp,HIGADILLOS DE POLLO CON GARBANZOS receta foto
640,ROLLITOS DE PAVO CON QUESO FRESCO Y ESPÁRRAGOS,rollitos-de-pavo-con-queso-fresco-y-esparragos,Carnes y aves,942,0640-rollitos-de-pavo-con-queso-fresco-y-esparragos.webp,ROLLITOS DE PAVO CON QUESO FRESCO Y ESPÁRRAGOS receta foto
641,POLLO CON SALSA DE FRUTAS PASAS Y PASTA,pollo-con-salsa-de-frutas-pasas-y-pasta,Carnes y aves,943,0641-pollo-con-salsa-de-frutas-pasas-y-pasta.webp,POLLO CON SALSA DE FRUTAS PASAS Y PASTA receta foto
642,PECHUGA DE PATO CON ESPÁRRAGOS EN TEMPURA DE AZAFRÁN,pechuga-de-pato-con-esparragos-en-tempura-de-azafran,Carnes y aves,944,0642-pechuga-de-pato-con-esparragos-en-tempura-de-azafran.webp,PECHUGA DE PATO CON ESPÁRRAGOS EN TEMPURA DE AZAFRÁN receta foto
643,HAMBURGUESAS DE PAVO CON SORPRESA,hamburguesas-de-pavo-con-sorpresa,Carnes y aves,945,0643-hamburguesas-de-pavo-con-sorpresa.webp,HAMBURGUESAS DE PAVO CON SORPRESA receta foto
646,PECHUGA DE PAVO A LA MOSTAZA CON SU GUARNICIÓN,pechuga-de-pavo-a-la-mostaza-con-su-guarnicion,Carnes y aves,951,0646-pechuga-de-pavo-a-la-mostaza-con-su-guarnicion.webp,PECHUGA DE PAVO A LA MOSTAZA CON SU GUARNICIÓN receta foto
647,ALAS DE POLLO CON CODITOS,alas-de-pollo-con-coditos,Carnes y aves,952,0647-alas-de-pollo-con-coditos.webp,ALAS DE POLLO CON CODITOS receta foto
648,MUSLOS DE POLLO RELLENOS,muslos-de-pollo-rellenos,Carnes y aves,953,0648-muslos-de-pollo-rellenos.webp,MUSLOS DE POLLO RELLENOS receta foto
649,ROLLITOS DE PAVO CON CHAMPIÑONES,rollitos-de-pavo-con-champinones,Carnes y aves,954,0649-rollitos-de-pavo-con-champinones.webp,ROLLITOS DE PAVO CON CHAMPIÑONES receta foto
652,CARACOLAS DE PAVO CON YUCA FRITA,caracolas-de-pavo-con-yuca-frita,Carnes y aves,959,0652-caracolas-de-pavo-con-yuca-frita.webp,CARACOLAS DE PAVO CON YUCA FRITA receta foto
653,POLLO AL CURRY CON ARROZ BASMATI,pollo-al-curry-con-arroz-basmati,Carnes y aves,960,0653-pollo-al-curry-con-arroz-basmati.webp,POLLO AL CURRY CON ARROZ BASMATI receta foto
654,MAGRET DE PATO MECHADO CON FRUTAS Y ARROZ SALVAJE,magret-de-pato-mechado-con-frutas-y-arroz-salvaje,Carnes y aves,962,0654-magret-de-pato-mechado-con-frutas-y-arroz-salvaje.webp,MAGRET DE PATO MECHADO CON FRUTAS Y ARROZ SALVAJE receta foto
655,CONFIT DE PATO CON PURÉ DE MANZANA Y CALABACÍN,confit-de-pato-con-pure-de-manzana-y-calabacin,Carnes y aves,963,0655-confit-de-pato-con-pure-de-manzana-y-calabacin.webp,CONFIT DE PATO CON PURÉ DE MANZANA Y CALABACÍN receta foto
658,ATADITO DE POLLO AL OPORTO,atadito-de-pollo-al-oporto,Carnes y aves,968,0658-atadito-de-pollo-al-oporto.webp,ATADITO DE POLLO AL OPORTO receta foto
659,FILETES DE POLLO RELLENOS DE JAMÓN Y QUESO,filetes-de-pollo-rellenos-de-jamon-y-queso,Carnes y aves,969,0659-filetes-de-pollo-rellenos-de-jamon-y-queso.webp,FILETES DE POLLO RELLENOS DE JAMÓN Y QUESO receta foto
660,PATO CON ARÁNDANOS Y CHIPS DE BONIATO,pato-con-arandanos-y-chips-de-boniato,Carnes y aves,970,0660-pato-con-arandanos-y-chips-de-boniato.webp,PATO CON ARÁNDANOS Y CHIPS DE BONIATO receta foto
661,CINTAS DE POLLO EMPANADO CON TOMATE ESPECIADO,cintas-de-pollo-empanado-con-tomate-especiado,Carnes y aves,971,0661-cintas-de-pollo-empanado-con-tomate-especiado.webp,CINTAS DE POLLO EMPANADO CON TOMATE ESPECIADO receta foto
664,POPIETAS DE PAVO CON PATATAS FRITAS,popietas-de-pavo-con-patatas-fritas,Carnes y aves,977,0664-popietas-de-pavo-con-patatas-fritas.webp,POPIETAS DE PAVO CON PATATAS FRITAS receta foto
665,RULOS DE PAVO EMPANADOS CON TOMATES CHERRY,rulos-de-pavo-empanados-con-tomates-cherry,Carnes y aves,978,0665-rulos-de-pavo-empanados-con-tomates-cherry.webp,RULOS DE PAVO EMPANADOS CON TOMATES CHERRY receta foto
666,ALITAS DE POLLO CON PATATAS Y SETAS,alitas-de-pollo-con-patatas-y-setas,Carnes y aves,978,0666-alitas-de-pollo-con-patatas-y-setas.webp,ALITAS DE POLLO CON PATATAS Y SETAS receta foto
667,CODORNICES EN SALSA DE ARÁNDANOS CON ARROZ SALVAJE,codornices-en-salsa-de-arandanos-con-arroz-salvaje,Carnes y aves,979,0667-codornices-en-salsa-de-arandanos-con-arroz-salvaje.webp,CODORNICES EN SALSA DE ARÁNDANOS CON ARROZ SALVAJE receta foto
670,POLLO RUSTIDO CON CIRUELAS,pollo-rustido-con-ciruelas,Carnes y aves,985,0670-pollo-rustido-con-ciruelas.webp,POLLO RUSTIDO CON CIRUELAS receta foto
671,POLLO GUISADO,pollo-guisado,Carnes y aves,986,0671-pollo-guisado.webp,POLLO GUISADO receta foto
672,PERDICES EN ESCABECHE,perdices-en-escabeche,Carnes y aves,987,0672-perdices-en-escabeche.webp,PERDICES EN ESCABECHE receta foto
673,CONFIT DE PATO CON SALSA DE ARÁNDANOS,confit-de-pato-con-salsa-de-arandanos,Carnes y aves,988,0673-confit-de-pato-con-salsa-de-arandanos.webp,CONFIT DE PATO CON SALSA DE ARÁNDANOS receta foto
676,PASTEL DE POLLO,pastel-de-pollo,Carnes y aves,994,0676-pastel-de-pollo.webp,PASTEL DE POLLO receta foto
677,PECHUGA DE PAVO CON CEBOLLA CARAMELIZADA,pechuga-de-pavo-con-cebolla-caramelizada,Carnes y aves,995,0677-pechuga-de-pavo-con-cebolla-caramelizada.webp,PECHUGA DE PAVO CON CEBOLLA CARAMELIZADA receta foto
678,MUSLOS DE PAVO ASADOS,muslos-de-pavo-asados,Carnes y aves,996,0678-muslos-de-pavo-asados.webp,MUSLOS DE PAVO ASADOS receta foto
679,CODORNICES ASADAS CON PATATAS Y PIMIENTOS,codornices-asadas-con-patatas-y-pimientos,Carnes y aves,996,0679-codornices-asadas-con-patatas-y-pimientos.webp,CODORNICES ASADAS CON PATATAS Y PIMIENTOS receta foto
682,PAVO MECHADO CON MANZANA ASADA,pavo-mechado-con-manzana-asada,Carnes y aves,1002,0682-pavo-mechado-con-manzana-asada.webp,PAVO MECHADO CON MANZANA ASADA receta foto
683,AJÍ DE GALLINA,aji-de-gallina,Carnes y aves,1003,0683-aji-de-gallina.webp,AJÍ DE GALLINA receta foto
684,CINTAS DE CARNE CON UVAS Y BONIATOS PAJA,cintas-de-carne-con-uvas-y-boniatos-paja,Carnes y aves,1004,0684-cintas-de-carne-con-uvas-y-boniatos-paja.webp,CINTAS DE CARNE CON UVAS Y BONIATOS PAJA receta foto
685,GUISO DE POLLO CON PATATAS Y ARROZ,guiso-de-pollo-con-patatas-y-arroz,Carnes y aves,1005,0685-guiso-de-pollo-con-patatas-y-arroz.webp,GUISO DE POLLO CON PATATAS Y ARROZ receta foto
688,SECRETARIA ALCALAÍNA,secretaria-alcalaina,Carnes y aves,1010,0688-secretaria-alcalaina.webp,SECRETARIA ALCALAÍNA receta foto
689,MENESTRA DE POLLO,menestra-de-pollo,Carnes y aves,1011,0689-menestra-de-pollo.webp,MENESTRA DE POLLO receta foto
690,"SANJACOBOS DE POLLO, JAMÓN Y QUESO",sanjacobos-de-pollo-jamon-y-queso,Carnes y aves,1012,0690-sanjacobos-de-pollo-jamon-y-queso.webp,"SANJACOBOS DE POLLO, JAMÓN Y QUESO receta foto"
691,PALETILLAS DE CONEJO CON SETAS A LA MOSTAZA,paletillas-de-conejo-con-setas-a-la-mostaza,Carnes y aves,1014,0691-paletillas-de-conejo-con-setas-a-la-mostaza.webp,PALETILLAS DE CONEJO CON SETAS A LA MOSTAZA receta foto
693,LOMOS DE RAPE CON PANCETA Y CREMA DE LECHUGA,lomos-de-rape-con-panceta-y-crema-de-lechuga,"Pescados, mariscos y moluscos",1020,0693-lomos-de-rape-con-panceta-y-crema-de-lechuga.webp,LOMOS DE RAPE CON PANCETA Y CREMA DE LECHUGA receta foto
694,MERLUZA CON PANADERAS Y PIQUILLOS,merluza-con-panaderas-y-piquillos,"Pescados, mariscos y moluscos",1021,0694-merluza-con-panaderas-y-piquillos.webp,MERLUZA CON PANADERAS Y PIQUILLOS receta foto
696,LUBINA RELLENA CON SALSA AMERICANA,lubina-rellena-con-salsa-americana,"Pescados, mariscos y moluscos",1024,0696-lubina-rellena-con-salsa-americana.webp,LUBINA RELLENA CON SALSA AMERICANA receta foto
698,TATAKI DE BONITO,tataki-de-bonito,"Pescados, mariscos y moluscos",1026,0698-tataki-de-bonito.webp,TATAKI DE BONITO receta foto
699,POPIETAS DE LENGUADO CON SALSA DE CAVA Y GELATINA DE MEJILLONES,popietas-de-lenguado-con-salsa-de-cava-y-gelatina-de-mejillones,"Pescados, mariscos y moluscos",1029,0699-popietas-de-lenguado-con-salsa-de-cava-y-gelatina-de-mejillones.webp,POPIETAS DE LENGUADO CON SALSA DE CAVA Y GELATINA DE MEJILLONES receta foto
700,KOKOTXAS DOS GUSTOS CON ARROZ FRITO,kokotxas-dos-gustos-con-arroz-frito,"Pescados, mariscos y moluscos",1030,0700-kokotxas-dos-gustos-con-arroz-frito.webp,KOKOTXAS DOS GUSTOS CON ARROZ FRITO receta foto
703,SEPIA EN SALSA CON CUSCÚS,sepia-en-salsa-con-cuscus,"Pescados, mariscos y moluscos",1036,0703-sepia-en-salsa-con-cuscus.webp,SEPIA EN SALSA CON CUSCÚS receta foto
704,MARIPOSAS DE SALMÓN CON VERDURAS,mariposas-de-salmon-con-verduras,"Pescados, mariscos y moluscos",1037,0704-mariposas-de-salmon-con-verduras.webp,MARIPOSAS DE SALMÓN CON VERDURAS receta foto
705,PULPO CON ALIOLI DE FRUTAS,pulpo-con-alioli-de-frutas,"Pescados, mariscos y moluscos",1038,0705-pulpo-con-alioli-de-frutas.webp,PULPO CON ALIOLI DE FRUTAS receta foto
706,PAPILLOTE DE SALMONETES,papillote-de-salmonetes,"Pescados, mariscos y moluscos",1039,0706-papillote-de-salmonetes.webp,PAPILLOTE DE SALMONETES receta foto
709,BROCHETA DE BONITO CON SALSA DE ÑORAS Y NECTARINAS,brocheta-de-bonito-con-salsa-de-noras-y-nectarinas,"Pescados, mariscos y moluscos",1043,0709-brocheta-de-bonito-con-salsa-de-noras-y-nectarinas.webp,BROCHETA DE BONITO CON SALSA DE ÑORAS Y NECTARINAS receta foto
710,MONTADITOS DE GALLO Y CALABACÍN CON TOMATE,montaditos-de-gallo-y-calabacin-con-tomate,"Pescados, mariscos y moluscos",1044,0710-montaditos-de-gallo-y-calabacin-con-tomate.webp,MONTADITOS DE GALLO Y CALABACÍN CON TOMATE receta foto
711,MEDALLÓN DE RAPE CON BORRAJA,medallon-de-rape-con-borraja,"Pescados, mariscos y moluscos",1045,0711-medallon-de-rape-con-borraja.webp,MEDALLÓN DE RAPE CON BORRAJA receta foto
712,MOJARRA CON CHALOTAS Y PATATAS CONFITADAS,mojarra-con-chalotas-y-patatas-confitadas,"Pescados, mariscos y moluscos",1046,0712-mojarra-con-chalotas-y-patatas-confitadas.webp,MOJARRA CON CHALOTAS Y PATATAS CONFITADAS receta foto
713,SALMÓN CON MOJO DE AGUACATE,salmon-con-mojo-de-aguacate,"Pescados, mariscos y moluscos",1047,0713-salmon-con-mojo-de-aguacate.webp,SALMÓN CON MOJO DE AGUACATE receta foto
716,FANECA FRITA CON PURÉ DE PATATAS ESPECIAL,faneca-frita-con-pure-de-patatas-especial,"Pescados, mariscos y moluscos",1054,0716-faneca-frita-con-pure-de-patatas-especial.webp,FANECA FRITA CON PURÉ DE PATATAS ESPECIAL receta foto
717,FILETES DE GALLO RELLENOS DE QUESO CON VERDURAS A LA PLANCHA,filetes-de-gallo-rellenos-de-queso-con-verduras-a-la-plancha,"Pescados, mariscos y moluscos",1055,0717-filetes-de-gallo-rellenos-de-queso-con-verduras-a-la-plancha.webp,FILETES DE GALLO RELLENOS DE QUESO CON VERDURAS A LA PLANCHA receta foto
718,LIBA REBOZADA CON PIQUILLOS Y CHIPS DE YUCA,liba-rebozada-con-piquillos-y-chips-de-yuca,"Pescados, mariscos y moluscos",1056,0718-liba-rebozada-con-piquillos-y-chips-de-yuca.webp,LIBA REBOZADA CON PIQUILLOS Y CHIPS DE YUCA receta foto
721,ANCHOAS CON ESCABECHE Y PAN TOSTADO CON TOMATE,anchoas-con-escabeche-y-pan-tostado-con-tomate,"Pescados, mariscos y moluscos",1061,0721-anchoas-con-escabeche-y-pan-tostado-con-tomate.webp,ANCHOAS CON ESCABECHE Y PAN TOSTADO CON TOMATE receta foto
722,MEJILLONES AL ESTILO DE BRUSELAS CON PATATAS FRITAS,mejillones-al-estilo-de-bruselas-con-patatas-fritas,"Pescados, mariscos y moluscos",1062,0722-mejillones-al-estilo-de-bruselas-con-patatas-fritas.webp,MEJILLONES AL ESTILO DE BRUSELAS CON PATATAS FRITAS receta foto
723,SALMÓN A LA PAPILLOTE CON SALSA TÁRTARA,salmon-a-la-papillote-con-salsa-tartara,"Pescados, mariscos y moluscos",1063,0723-salmon-a-la-papillote-con-salsa-tartara.webp,SALMÓN A LA PAPILLOTE CON SALSA TÁRTARA receta foto
724,SALMÓN A LA SAL CON SALTEADO DE MELÓN Y SANDÍA,salmon-a-la-sal-con-salteado-de-melon-y-sandia,"Pescados, mariscos y moluscos",1065,0724-salmon-a-la-sal-con-salteado-de-melon-y-sandia.webp,SALMÓN A LA SAL CON SALTEADO DE MELÓN Y SANDÍA receta foto
727,PEZ DE SAN PEDRO CON SALTEADO DE ESPÁRRAGOS Y RABANITOS,pez-de-san-pedro-con-salteado-de-esparragos-y-rabanitos,"Pescados, mariscos y moluscos",1070,0727-pez-de-san-pedro-con-salteado-de-esparragos-y-rabanitos.webp,PEZ DE SAN PEDRO CON SALTEADO DE ESPÁRRAGOS Y RABANITOS receta foto
728,ALBÓNDIGAS DE LIBA CON SALSA MEUNIÈRE,albondigas-de-liba-con-salsa-meuniere,"Pescados, mariscos y moluscos",1071,0728-albondigas-de-liba-con-salsa-meuniere.webp,ALBÓNDIGAS DE LIBA CON SALSA MEUNIÈRE receta foto
729,SARDINAS CON BERENJENAS AL HORNO,sardinas-con-berenjenas-al-horno,"Pescados, mariscos y moluscos",1072,0729-sardinas-con-berenjenas-al-horno.webp,SARDINAS CON BERENJENAS AL HORNO receta foto
730,SARDINAS A MI MANERA,sardinas-a-mi-manera,"Pescados, mariscos y moluscos",1073,0730-sardinas-a-mi-manera.webp,SARDINAS A MI MANERA receta foto
733,PESCADILLAS ESPECIADAS CON ESPINACAS SALTEADAS,pescadillas-especiadas-con-espinacas-salteadas,"Pescados, mariscos y moluscos",1079,0733-pescadillas-especiadas-con-espinacas-salteadas.webp,PESCADILLAS ESPECIADAS CON ESPINACAS SALTEADAS receta foto
734,LUBINA A LA PIMIENTA VERDE CON ALGAS FRITAS,lubina-a-la-pimienta-verde-con-algas-fritas,"Pescados, mariscos y moluscos",1080,0734-lubina-a-la-pimienta-verde-con-algas-fritas.webp,LUBINA A LA PIMIENTA VERDE CON ALGAS FRITAS receta foto
735,PESCADILLA SALTEADA AL CURRY,pescadilla-salteada-al-curry,"Pescados, mariscos y moluscos",1081,0735-pescadilla-salteada-al-curry.webp,PESCADILLA SALTEADA AL CURRY receta foto
736,BACALAO AJOARRIERO,bacalao-ajoarriero,"Pescados, mariscos y moluscos",1082,0736-bacalao-ajoarriero.webp,BACALAO AJOARRIERO receta foto
738,ROLLO DE BONITO A LA ASTURIANA,rollo-de-bonito-a-la-asturiana,"Pescados, mariscos y moluscos",1084,0738-rollo-de-bonito-a-la-asturiana.webp,ROLLO DE BONITO A LA ASTURIANA receta foto
740,BACALAO CON HUEVOS,bacalao-con-huevos,"Pescados, mariscos y moluscos",1088,0740-bacalao-con-huevos.webp,BACALAO CON HUEVOS receta foto
741,CAZUELA DE BACALAO AL PILPIL,cazuela-de-bacalao-al-pilpil,"Pescados, mariscos y moluscos",1089,0741-cazuela-de-bacalao-al-pilpil.webp,CAZUELA DE BACALAO AL PILPIL receta foto
742,"SARGO CON PATATAS PANADERA, CALABAZA Y TOMATE",sargo-con-patatas-panadera-calabaza-y-tomate,"Pescados, mariscos y moluscos",1090,0742-sargo-con-patatas-panadera-calabaza-y-tomate.webp,"SARGO CON PATATAS PANADERA, CALABAZA Y TOMATE receta foto"
745,LANGOSTINOS EN SALSA CON ALCACHOFAS Y ESPÁRRAGOS REBOZADOS,langostinos-en-salsa-con-alcachofas-y-esparragos-rebozados,"Pescados, mariscos y moluscos",1095,0745-langostinos-en-salsa-con-alcachofas-y-esparragos-rebozados.webp,LANGOSTINOS EN SALSA CON ALCACHOFAS Y ESPÁRRAGOS REBOZADOS receta foto
746,TIRAS DE CALAMAR CON SETAS AL AZAFRÁN,tiras-de-calamar-con-setas-al-azafran,"Pescados, mariscos y moluscos",1096,0746-tiras-de-calamar-con-setas-al-azafran.webp,TIRAS DE CALAMAR CON SETAS AL AZAFRÁN receta foto
747,CHIPIRONES RELLENOS,chipirones-rellenos,"Pescados, mariscos y moluscos",1097,0747-chipirones-rellenos.webp,CHIPIRONES RELLENOS receta foto
748,GALLO AL JENGIBRE CON CUSCÚS,gallo-al-jengibre-con-cuscus,"Pescados, mariscos y moluscos",1099,0748-gallo-al-jengibre-con-cuscus.webp,GALLO AL JENGIBRE CON CUSCÚS receta foto
751,TOLLOS CON TOMATE,tollos-con-tomate,"Pescados, mariscos y moluscos",1104,0751-tollos-con-tomate.webp,TOLLOS CON TOMATE receta foto
752,TRUCHA CON JAMÓN A MI MANERA,trucha-con-jamon-a-mi-manera,"Pescados, mariscos y moluscos",1105,0752-trucha-con-jamon-a-mi-manera.webp,TRUCHA CON JAMÓN A MI MANERA receta foto
753,SOLDADITOS DE PAVÍA,soldaditos-de-pavia,"Pescados, mariscos y moluscos",1106,0753-soldaditos-de-pavia.webp,SOLDADITOS DE PAVÍA receta foto
755,BACALAO AL ESTILO DE VIANA DO CASTELO,bacalao-al-estilo-de-viana-do-castelo,"Pescados, mariscos y moluscos",1109,0755-bacalao-al-estilo-de-viana-do-castelo.webp,BACALAO AL ESTILO DE VIANA DO CASTELO receta foto
